SKU,Brand,Product Name,Category,ADL Price,MEL Price,Price Difference,ADL packaging,MEL packaging,ADL Specials,MEL Specials,Specials Comp,ADL Suppliers,MEL Suppliers
3868652P,McCain,Man Size Curried Sausages,Frozen,6.0,6.0,0.0,480g,480g,$pecials,$pecials,True,['32557 MCCAIN FOOD AUST P/L'],['32557 MCCAIN FOOD AUST P/L']
556538P,Yellowglen,NV Yellow Piccolo 200mL,Liquor,5.0,5.0,0.0,1 Each,1 Each,,,True,"['963979 MAX LIQUOR SUPPLIES', '707686 DELETED FOSTERS AUSTRALIA LTD (W', '702803 TREASURY WINE ESTATES', '805291 LIQUOR CONNECTION']","['963979 MAX LIQUOR SUPPLIES', '707686 DELETED FOSTERS AUSTRALIA LTD (W', '702803 TREASURY WINE ESTATES', '805291 LIQUOR CONNECTION']"
1868673P,Paper Mate,Profile Pen Black,Back to School,2.6,2.6,0.0,2 pack,2 pack,$pecials,$pecials,True,"['964628 NEWELL RUBBERMAID - OFFICE PROD', '936262 NEWELL RUBBERMAID - OFFICE PROD']","['964628 NEWELL RUBBERMAID - OFFICE PROD', '936262 NEWELL RUBBERMAID - OFFICE PROD']"
3856121P,Koi,Natural Alcohol Hand Sanitiser,Health & Beauty,11.2,11.2,0.0,500mL,500mL,$pecials,$pecials,True,"['656186 COLES SUPERMARKETS (EXP)', '976000 TILLEY SOAPS AUSTRALIA P/L (CB)']","['656186 COLES SUPERMARKETS (EXP)', '976000 TILLEY SOAPS AUSTRALIA P/L (CB)']"
206221P,San Remo,Pasta Elbows No 35,Pantry,1.95,1.95,0.0,500g,500g,$pecials,$pecials,True,['68021 SAN REMO MACARONI CO P/L ACCT 1'],['68021 SAN REMO MACARONI CO P/L ACCT 1']
2930310P,Coles,Frozen Barramundi Portions Skin On 5 Pack,Frozen,15.0,15.0,0.0,600g,600g,,,True,['757250 KB SEAFOOD COMPANY PTY LTD'],['757250 KB SEAFOOD COMPANY PTY LTD']
3499261P,Bull's-Eye,Sweet Whiskey Glaze,Pantry,2.0,2.0,0.0,300mL,300mL,$pecials,$pecials,True,['22161 HJ HEINZ CO AUST LTD'],['22161 HJ HEINZ CO AUST LTD']
3730258P,Easiyo,Yoghurt Reduced Sugar Vanilla,Pantry,3.75,3.75,0.0,176g,176g,$pecials,$pecials,True,['943657 DKSH GROCERY CONNECT P/L'],['943657 DKSH GROCERY CONNECT P/L']
3897377P,Red Tractor,Paleo Granola Cashew Hemp,Back to School,7.0,7.0,0.0,300g,300g,$pecials,$pecials,True,['968925 ANNEX FOODS PTY LTD'],['968925 ANNEX FOODS PTY LTD']
110574P,Ajax,Lemon All Purpose Powder Cleanser,Household,4.0,4.0,0.0,500g,500g,,,True,['51977 COLGATE PA'],['51977 COLGATE PA']
4521504P,Canadian Club,Whisky 1 Litre,Summer Entertaining,53.0,53.0,0.0,1 Each,1 Each,$pecials,$pecials,True,"['710105 BROWN-FORMAN', '734845 MAXXIUM AUST P/L', '963979 MAX LIQUOR SUPPLIES', '722642 COCA-COLA AMATIL (AUST) P/L']","['710105 BROWN-FORMAN', '734845 MAXXIUM AUST P/L', '963979 MAX LIQUOR SUPPLIES', '722642 COCA-COLA AMATIL (AUST) P/L']"
3767724P,Violet Crumble,Dark Bar,Pantry,1.0,1.0,0.0,50g,50g,$pecials,$pecials,True,['651320 ROBERN MENZ (MFG) P/L'],['651320 ROBERN MENZ (MFG) P/L']
3628568P,Aphrodite,Barrel Aged Feta Portion,Summer Entertaining,12.0,12.0,0.0,170g,170g,,,True,"['933753 BLACK PEARL EPICURE', '958093 AUSTRALIA ON A PLATE P/L', '957069 CALENDAR CHEESE CO P/L']","['933753 BLACK PEARL EPICURE', '958093 AUSTRALIA ON A PLATE P/L', '957069 CALENDAR CHEESE CO P/L']"
2915972P,U By Kotex,Super Sport Tampon,Health & Beauty,5.0,5.0,0.0,16 pack,16 pack,,,True,['965992 KIMBERLY-CLARK AUSTRALIA P/L (AD'],['965992 KIMBERLY-CLARK AUSTRALIA P/L (AD']
112773P,Cadbury,Cherry Ripe Chocolate Bars Twin Pack,Pantry,1.5,1.5,0.0,80g,80g,$pecials,$pecials,True,['618748 CADBURY P/L'],['618748 CADBURY P/L']
3265271P,Coles,Indian Daal Tadka,International Foods,3.0,3.0,0.0,300g,300g,,,True,"['951699 AIR GUITAR AUSTRALIA', '975181 KOHINOOR SPECIALITY FOODS INDIA']","['951699 AIR GUITAR AUSTRALIA', '975181 KOHINOOR SPECIALITY FOODS INDIA']"
2865273P,Moira Mac's,BBQ Oven Roasted Chicken Breast,Meat & Seafood,7.5,7.5,0.0,350g,350g,,,True,"[""957313 MOIRA MAC'S POULTRY & FINE FOODS""]","[""957313 MOIRA MAC'S POULTRY & FINE FOODS""]"
3539209P,Alpro,Almond Mango Yoghurt,"Dairy, Eggs & Meals",3.0,3.0,0.0,150g,150g,$pecials,$pecials,True,['964090 DANONE MURRAY GOULBURN AUST P/L'],['964090 DANONE MURRAY GOULBURN AUST P/L']
4213819P,Coles,Brushed Potatoes Prepacked,Summer Entertaining,8.0,7.0,1.0,3kg,3kg,,,True,"['939312 FRESH PROD', '97446 CARTER & S', ""635235 COSTA'S P/L (VIC DC)"", '942633 CARTER & S', '933347 COSTAS (TA', '414760 ST GEORGE', '939301 FRESH PROD']","['939312 FRESH PROD', '97446 CARTER & S', ""635235 COSTA'S P/L (VIC DC)"", '942633 CARTER & S', '933347 COSTAS (TA', '414760 ST GEORGE', '939301 FRESH PROD']"
3118302P,Wellness Road,Organic Cacao Powder,Pantry,10.0,10.0,0.0,500g,500g,,,True,['968925 ANNEX FOODS PTY LTD'],['968925 ANNEX FOODS PTY LTD']
3452563P,Ti Ora,Green Tea With Ginger Lemongrass & Kawakawa 15 Tea Bags,Pantry,6.0,6.0,0.0,27g,27g,,,True,['633861 JACOBS DOUWE EGBERTS AU P/L'],['633861 JACOBS DOUWE EGBERTS AU P/L']
3453329P,Jelly B,Drinkable Konjac Jelly Peach Flavour,International Foods,3.4,3.4,0.0,150mL,150mL,,,True,['974447 BERCONIA FOOD SERVICE DIVISON'],['974447 BERCONIA FOOD SERVICE DIVISON']
9933189P,Stevia Sweet,Granulated Sweetener Jar,Pantry,8.15,8.15,0.0,75g,75g,,,True,"['32590 MCCORMICK FOODS AUST P/L', '2127 STUART ALEXANDER (GROCERY)']","['32590 MCCORMICK FOODS AUST P/L', '2127 STUART ALEXANDER (GROCERY)']"
3532334P,St Andrews,Sauvignon Blanc 1000mL,Liquor,6.0,6.0,0.0,1 Each,1 Each,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
2508403P,Safcol,Smoked Oysters In Oil,Pantry,2.0,2.0,0.0,85g,85g,,,True,['180050 SAFCOL AUST P/L'],['180050 SAFCOL AUST P/L']
2011100P,Heinz,Apple Blueberry & Strawberry Baby Food 8+ Months,Baby,1.5,1.5,0.0,120g,120g,,,True,['22161 HJ HEINZ CO AUST LTD'],['22161 HJ HEINZ CO AUST LTD']
5520959P,Peck's,Salmon & Lobster Spread,Back to School,1.9,1.9,0.0,50g,50g,,,True,['407364 GENERAL MILLS AUST P/L'],['407364 GENERAL MILLS AUST P/L']
7755170P,Coles,Instant Roast Meat Gravy Mix,Pantry,1.65,1.65,0.0,120g,120g,,,True,"['936979 MCCORMICK FOODS AUST (PRIVATE LA', '972707 MANSFIELDS PTY LTD']","['936979 MCCORMICK FOODS AUST (PRIVATE LA', '972707 MANSFIELDS PTY LTD']"
280097P,Golden Circle,Pine Orange Fruit Drink,Drinks,2.15,2.15,0.0,1L,1L,,,True,['109738 HEINZ'],['109738 HEINZ']
3434255P,Campbell's,Real Stock Thai Base Soup,Pantry,4.0,4.0,0.0,1L,1L,,,True,['9270 CAMPBELL AUSTRALASIA P/L'],['9270 CAMPBELL AUSTRALASIA P/L']
3770140P,Palmer's,Coconut Travel Lotion,Health & Beauty,2.5,2.5,0.0,1 pack,1 pack,,,True,['953256 ET BROWNE (AUST) P/L'],['953256 ET BROWNE (AUST) P/L']
2412417P,Nando's,Medium Peri-Peri Sauce,Pantry,3.0,3.0,0.0,125g,125g,$pecials,$pecials,True,['943657 DKSH GROCERY CONNECT P/L'],['943657 DKSH GROCERY CONNECT P/L']
8326770P,Nature's Organics,Frequent Use Wild Berry Shampoo,Health & Beauty,1.9,1.9,0.0,500mL,500mL,,,True,['653217 NATURES ORGANICS P/L'],['653217 NATURES ORGANICS P/L']
5170008P,Jarlsberg,Original Cheese Block,Summer Entertaining,7.7,7.7,0.0,250g,250g,,,True,"['51837 VITTORIA FOOD & BEVERAGE', '945705 VITTORIA FOOD AND BEVERAGE']","['51837 VITTORIA FOOD & BEVERAGE', '945705 VITTORIA FOOD AND BEVERAGE']"
4790801P,Earth Choice,Aqua Toilet Cleaner,Household,3.2,2.85,0.3500000000000001,750mL,750mL,,,True,['653217 NATURES ORGANICS P/L'],['653217 NATURES ORGANICS P/L']
2303411P,Amy's Kitchen,Organic Tomato Soup Canned,Pantry,3.9,3.9,0.0,411g,411g,,,True,"[""970265 Amy's Kitchen"", ""975463 AMY'S KITCHEN INC""]","[""970265 Amy's Kitchen"", ""975463 AMY'S KITCHEN INC""]"
2915961P,Farm Fresh,Cage Eggs 12 pack,Back to School,3.7,3.5,0.20000000000000018,700g,700g,,,True,"['971506 GOLDEN EGG FARMS (COLES BRAND)', '971777 OZ NORTH FESTIVAL FOOD & LIQUOR', '938238 FARM PRIDE FOODS LTD (PRIVATE LA', '973206 DAYS EGGS PTY LTD (COLES BRAND)', '937780 PACE FARMS P/L (PRIVATE LABEL)', '967488 SUNNY QUEEN P/L (M CREEK)', '971923 PURE FOODS EGGS PTY LTD']","['971506 GOLDEN EGG FARMS (COLES BRAND)', '971777 OZ NORTH FESTIVAL FOOD & LIQUOR', '938238 FARM PRIDE FOODS LTD (PRIVATE LA', '973206 DAYS EGGS PTY LTD (COLES BRAND)', '937780 PACE FARMS P/L (PRIVATE LABEL)', '967488 SUNNY QUEEN P/L (M CREEK)', '971923 PURE FOODS EGGS PTY LTD']"
9001782P,Blackmores,Vitamin D3 1000iu Capsules,Health & Beauty,28.0,28.0,0.0,200 pack,200 pack,,,True,['933225 BLACKMORES LTD'],['933225 BLACKMORES LTD']
3580166P,I&J,Raw Prawns Tail Off,Summer Entertaining,14.0,14.0,0.0,500g,500g,$pecials,$pecials,True,['14729 SIMPLOT AUST P/L'],['14729 SIMPLOT AUST P/L']
3292729P,Casamigos Blanco,700mL,Liquor,87.0,87.0,0.0,1 Each,1 Each,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
6922073P,Lindt,Excellence Roasted Almond Dark Chocolate Block,Pantry,3.0,3.0,0.0,100g,100g,$pecials,$pecials,True,"['929588 LINDT & SPRUNGLI (AUST) P/L', '801005 PJ GREGORY & CO', ""929772 TOM'S CONFECTIONERY WAREHOUSE""]","['929588 LINDT & SPRUNGLI (AUST) P/L', '801005 PJ GREGORY & CO', ""929772 TOM'S CONFECTIONERY WAREHOUSE""]"
3207424P,Allen's,Snakes Alive,Pantry,5.0,5.0,0.0,520g,520g,$pecials,$pecials,True,['620521 NESTLE CONFECTIONERY LTD'],['620521 NESTLE CONFECTIONERY LTD']
8075852P,Coles,Chickpeas,Pantry,0.8,0.8,0.0,420g,420g,,,True,"['971975 ATTIANESE SPA (CB)', '952787 FEGER DI GERARDO FERRAIOLI SPA', '145823 OVERSEAS SUPPLIER']","['971975 ATTIANESE SPA (CB)', '952787 FEGER DI GERARDO FERRAIOLI SPA', '145823 OVERSEAS SUPPLIER']"
2038387P,Rexona,Women Clinical Protection Antiperspirant Deodorant Summer Strength,Summer Entertaining,13.0,13.0,0.0,45mL,45mL,$pecials,$pecials,True,['26867 UNILEVER A/ASIA HOME &PERSONAL C'],['26867 UNILEVER A/ASIA HOME &PERSONAL C']
6849122P,Organic Care,Normal Balance Conditioner,Health & Beauty,3.5,3.5,0.0,400mL,400mL,,,True,['653217 NATURES ORGANICS P/L'],['653217 NATURES ORGANICS P/L']
5950674P,Alo Aid,Aloe Vera Gel,Health & Beauty,9.4,9.4,0.0,100g,100g,,,True,['429546 INTEGRIA HEALTH CARE'],['429546 INTEGRIA HEALTH CARE']
2930932P,Avent,BPA Free Freeflow Soother 18+ Months,Baby,12.0,12.0,0.0,2 pack,2 pack,,,True,"['422592 BADEN P MORRIS P/L', '922167 ENDEAVOUR CH P/L']","['422592 BADEN P MORRIS P/L', '922167 ENDEAVOUR CH P/L']"
3607932P,Coles,Crunchy Party Mix,Fruit & Vegetables,7.0,7.0,0.0,400g,400g,,,True,"['939848 SCALZO FOOD IND', ""635235 COSTA'S P/L (VIC DC)"", '942633 CARTER & SPENCER NORTH QLD', '414760 ST GEORGE PROD PTY LTD', '97446 CARTER & SPENCER GROUP P/L', '939312 FRESH PRODUCE DC (NSW)', '939301 FRESH PRODUCE DC (WA)', '933347 COSTAS (TASMANIA)']","['939848 SCALZO FOOD IND', ""635235 COSTA'S P/L (VIC DC)"", '942633 CARTER & SPENCER NORTH QLD', '414760 ST GEORGE PROD PTY LTD', '97446 CARTER & SPENCER GROUP P/L', '939312 FRESH PRODUCE DC (NSW)', '939301 FRESH PRODUCE DC (WA)', '933347 COSTAS (TASMANIA)']"
6044097P,John West,Tempters Zesty Vinaigrette Tuna,Pantry,1.15,1.15,0.0,95g,95g,$pecials,$pecials,True,"['14729 SIMPLOT AUST P/L', '421901 UNILEVER A/ASIA FOODS']","['14729 SIMPLOT AUST P/L', '421901 UNILEVER A/ASIA FOODS']"
2877363P,Coldstream Hills,The Hills Pinot Noir 750mL,Liquor,26.0,26.0,0.0,1 Each,1 Each,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
148872P,White King,Premium Bleach Lemon,Household,2.1,2.1,0.0,1.25L,1.25L,$pecials,$pecials,True,"['940365 PENTAL PRODUCTS P/L', '633399 SARALEE HOUSEHOLD & BODYCARE (AU', '963988 PENTAL PRODUCTS P/L (WHITE KING)']","['940365 PENTAL PRODUCTS P/L', '633399 SARALEE HOUSEHOLD & BODYCARE (AU', '963988 PENTAL PRODUCTS P/L (WHITE KING)']"
8913346P,Johnson & Johnson,Baby Bath Wash Top To Toe,Baby,9.5,9.5,0.0,500mL,500mL,,,True,['24058 JOHNSON & JOHNSON PACIFIC P/L'],['24058 JOHNSON & JOHNSON PACIFIC P/L']
5190945P,Dilmah,Earl Grey Tea Bags 50 Pack,Pantry,6.0,6.0,0.0,100 g,100 g,,,True,"['730475 VALCORP FINE FOODS P/L', '939395 VALCORP FINE FOODS P/L-DILMAH TE', '952451 DILMAH TEA']","['730475 VALCORP FINE FOODS P/L', '939395 VALCORP FINE FOODS P/L-DILMAH TE', '952451 DILMAH TEA']"
5173243P,San Remo,Penne Zita Pasta No 20,Pantry,1.95,1.95,0.0,500g,500g,$pecials,$pecials,True,['68021 SAN REMO M'],['68021 SAN REMO M']
2683924P,Leggo's,Bolognese with Chunky Tomato Garlic & Herbs Pasta Sauce,Pantry,2.0,2.0,0.0,500g,500g,$pecials,$pecials,True,['14729 SIMPLOT AUST P/L'],['14729 SIMPLOT AUST P/L']
9677330P,Promensil,Menopause Tablets,Health & Beauty,22.4,22.4,0.0,30 pack,30 pack,$pecials,$pecials,True,"['479551 PHARM-A-CARE LABORATORIES P/L', '941614 NOVOGEN LABORATORIES P/L']","['479551 PHARM-A-CARE LABORATORIES P/L', '941614 NOVOGEN LABORATORIES P/L']"
8050829P,Nescafe,Gold Short Black Strong Instant Coffee,Pantry,11.0,11.0,0.0,100g,100g,,,True,['621994 NESTLE AUST LTD'],['621994 NESTLE AUST LTD']
2262449P,Coles,Strawberry Yoghurt Topped Muesli Bars 8 Pack,Back to School,1.9,1.9,0.0,248g,248g,,,True,"['968925 ANNEX FOODS PTY LTD', '939045 FONTELLE AUST P/L (PRIVATE LABE', '943187 JOY FOODS AUST P/L']","['968925 ANNEX FOODS PTY LTD', '939045 FONTELLE AUST P/L (PRIVATE LABE', '943187 JOY FOODS AUST P/L']"
2837132P,Lucky Chicken Eggs,Free Range Extra Large Eggs 12 pack,"Dairy, Eggs & Meals",6.9,6.9,0.0,700g,700g,,,True,['971874 VALLEY PARK FARM P/L COLESBRAND'],['971874 VALLEY PARK FARM P/L COLESBRAND']
8131840P,Coles,Gold Kiwifruit Prepacked,Back to School,6.9,6.9,0.0,8 pack,8 pack,,,True,"['939301 FRESH PRODUCE DC (WA)', '97446 CARTER & SPENCER GROUP P/L', '414760 ST GEORGE PROD PTY LTD', ""635235 COSTA'S P/L (VIC DC)"", '942633 CARTER & SPENCER NORTH QLD', '939312 FRESH PRODUCE DC (NSW)', '941501 PACIFIC PEN & PAPER P/L', '933347 COSTAS (TASMANIA)']","['939301 FRESH PRODUCE DC (WA)', '97446 CARTER & SPENCER GROUP P/L', '414760 ST GEORGE PROD PTY LTD', ""635235 COSTA'S P/L (VIC DC)"", '942633 CARTER & SPENCER NORTH QLD', '939312 FRESH PRODUCE DC (NSW)', '941501 PACIFIC PEN & PAPER P/L', '933347 COSTAS (TASMANIA)']"
3609315P,Coles Finest,Quince Paste,Pantry,4.5,4.5,0.0,100g,100g,,,True,['976490 ISLAND BERRIES TASMANIA P/L (CB)'],['976490 ISLAND BERRIES TASMANIA P/L (CB)']
3560908P,Mojo,Activated Kombucha Ginger Tea,Drinks,8.0,8.0,0.0,1L,1L,,,True,"['982269 ORGANIC & RAW TRADING COMPANY PT', '972546 ORGANIC AND RAW', '931859 COCA COLA AMATIL AUST P/L (GHPL)']","['982269 ORGANIC & RAW TRADING COMPANY PT', '972546 ORGANIC AND RAW', '931859 COCA COLA AMATIL AUST P/L (GHPL)']"
9991403P,Latina,Lasagne with Angus Beef & Vegetables,"Dairy, Eggs & Meals",13.75,13.75,0.0,800g,800g,,,True,"['970071 Beak & Johnston Pty Ltd (COLESBR', '407364 GENERAL MILLS AUST P/L', '967154 GENERAL MILLS AUST P/L DY (PASTA', '965474 PASTA MASTER DISTRIBUTION P/L (D']","['970071 Beak & Johnston Pty Ltd (COLESBR', '407364 GENERAL MILLS AUST P/L', '967154 GENERAL MILLS AUST P/L DY (PASTA', '965474 PASTA MASTER DISTRIBUTION P/L (D']"
6800779P,100 Plus,Isotonic Drink Can,International Foods,1.2,1.2,0.0,325mL,325mL,,,True,['650668 A CLOUET AUST P/L'],['650668 A CLOUET AUST P/L']
2067115P,Devondale,Instant Full Cream Milk Powder,"Dairy, Eggs & Meals",10.75,10.75,0.0,1kg,1kg,,,True,"['974916 SAPUTO DAIRY AUSTRALIA (SDA2)', '317349 MURRAY GOULBURN CO-OP CO LTD']","['974916 SAPUTO DAIRY AUSTRALIA (SDA2)', '317349 MURRAY GOULBURN CO-OP CO LTD']"
3270216P,Schweppes,Raspberry Flavoured Drink,Summer Entertaining,1.7,1.6,0.09999999999999987,1.1L,1.1L,$pecials,$pecials,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
3617608P,Clairol,Root Touch Up Colour Blending Gel Dark Brown,Health & Beauty,12.6,12.6,0.0,45mL,45mL,$pecials,$pecials,True,['975672 COSMETIC SUPPLIERS PTY LTD'],['975672 COSMETIC SUPPLIERS PTY LTD']
3736833P,Wei Lih Ichiban,Noodle Bowl Roast Beef,International Foods,4.4,4.4,0.0,150g,150g,,,True,['974793 ETTASON PTY LTD'],['974793 ETTASON PTY LTD']
3584350P,Coles,Italia Arrabbiata Pasta Sauce,Pantry,3.0,3.0,0.0,415g,415g,,,True,['950109 LA DORIA S P A'],['950109 LA DORIA S P A']
3577332P,Green's,Baked Choc Donut Balls,Pantry,3.2,3.2,0.0,480g,480g,$pecials,$pecials,True,['63428 GREENS GENERAL FOODS P/L'],['63428 GREENS GENERAL FOODS P/L']
3840697P,Streets,Magnum Luxe Raspberry Pana Cotta 4 pack,Frozen,10.5,10.5,0.0,360mL,360mL,,,True,['40622 STREETS ICE CREAM'],['40622 STREETS ICE CREAM']
3766460P,Rafferty's Garden,Pumpkin & Spinach Pasta Bake 6M+,Baby,1.9,1.9,0.0,120g,120g,,,True,"[""970237 RAFFERTY'S GARDEN AUST""]","[""970237 RAFFERTY'S GARDEN AUST""]"
3287649P,Hershey's,Strawberry Flavour Syrup,Pantry,5.0,5.0,0.0,623g,623g,,,True,"['974976 HOLLIER DICKSONS A DIVISION OF', '2127 STUART ALEXANDER (GROCERY)', '974103 A&W HOLLIER WHOLESALE DISTRIBUTO']","['974976 HOLLIER DICKSONS A DIVISION OF', '2127 STUART ALEXANDER (GROCERY)', '974103 A&W HOLLIER WHOLESALE DISTRIBUTO']"
3190117P,Golden,Fluffy & Delicious Waffles 5 pack,Bakery,3.0,3.0,0.0,275g,275g,$pecials,$pecials,True,"['45616 TIP TOP BAKERIES (BRANDED FROZEN', '632953 SPEEDIBAKE']","['45616 TIP TOP BAKERIES (BRANDED FROZEN', '632953 SPEEDIBAKE']"
8215780P,Table of Plenty,Mini Milk Chocolate Rice Cakes,Pantry,3.6,3.6,0.0,60g,60g,,,True,"['953867 TABLE OF PLENTY', '974829 TABLE OF PLENTY']","['953867 TABLE OF PLENTY', '974829 TABLE OF PLENTY']"
7504647P,Coles,Cream Cheese Spread,Summer Entertaining,2.75,2.75,0.0,250g,250g,,,True,"['974876 SAPUTO DAIRY AUSTRALIA (SDA)', '953572 MURRAY GOULBURN CO-OPERATIVE CO']","['974876 SAPUTO DAIRY AUSTRALIA (SDA)', '953572 MURRAY GOULBURN CO-OPERATIVE CO']"
5931782P,Old El Paso,Crispy Chicken Soft Taco Kit Mild,International Foods,6.5,6.5,0.0,370g,370g,,,True,['407364 GENERAL MILLS AUST P/L'],['407364 GENERAL MILLS AUST P/L']
185110P,Eno,Lemon Fruit Salts,Health & Beauty,10.0,10.0,0.0,200g,200g,,,True,"['971903 GLAXOSMITHKLINE CONSUMER HEALTHC', '41629 GLAXOSMITHKLINE AUST P/L']","['971903 GLAXOSMITHKLINE CONSUMER HEALTHC', '41629 GLAXOSMITHKLINE AUST P/L']"
3758574P,Centrum,Advance 50+,Health & Beauty,11.0,11.0,0.0,30 pack,30 pack,,,True,"['952478 PFIZER AUST P/L', '971903 GLAXOSMITHKLINE CONSUMER HEALTHC']","['952478 PFIZER AUST P/L', '971903 GLAXOSMITHKLINE CONSUMER HEALTHC']"
3785770P,Tu Bao Zi,Flaky Scallion Pancake,Frozen,4.8,4.8,0.0,480g,480g,$pecials,$pecials,True,['971918 ORIENTAL MERCHANT PTY LTD'],['971918 ORIENTAL MERCHANT PTY LTD']
2356702P,Hong Kong Dim Sim Kitchen,Frozen Siu Mai 10 Pieces,Frozen,5.0,5.0,0.0,200g,200g,,,True,['971245 HONG KONG DIM SIM KITCHEN'],['971245 HONG KONG DIM SIM KITCHEN']
2752164P,Coles,Nature's Kitchen Sweet Potato & Black Bean Burger,"Dairy, Eggs & Meals",3.5,3.5,0.0,250g,250g,,,True,['972547 AUSTRALIAN EATWELL PTY LTD (CB)'],['972547 AUSTRALIAN EATWELL PTY LTD (CB)']
2611628P,Rock Paper Scissors,Rose 750mL,Liquor,5.0,5.0,0.0,1 Each,1 Each,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
3630672P,Avalanche,Cappuccino Sugar Free Coffee Sachets,Pantry,4.4,4.4,0.0,10 pack,10 pack,$pecials,$pecials,True,['968546 AVALANCHE COFFEE LTD'],['968546 AVALANCHE COFFEE LTD']
3022961P,Carman's,Salted Dark Choc & Almond Gourmet Protein Bars 5 pack,Back to School,6.3,6.3,0.0,200g,200g,,,True,"[""943459 CARMAN'S""]","[""943459 CARMAN'S""]"
2517277P,Coles,Chocolate Mud Cake With Icing,Pantry,3.0,3.0,0.0,600g,600g,,,True,"['934197 GREENS (HOUSEBRAND ACCOUNT)', '2496 ANCHOR FOODS (PRIVATE LABEL)']","['934197 GREENS (HOUSEBRAND ACCOUNT)', '2496 ANCHOR FOODS (PRIVATE LABEL)']"
6503831P,Coles,Foam Sponge Scourer,Household,2.0,2.0,0.0,6 pack,6 pack,,,True,"['933086 AFFILIATED SPONGE DISTRIBUTORS P', '972551 JIAXING JALY COMMODITIES CO LTD(']","['933086 AFFILIATED SPONGE DISTRIBUTORS P', '972551 JIAXING JALY COMMODITIES CO LTD(']"
3831481P,Remedy,Kombucha Peach,Drinks,8.75,8.75,0.0,1.25L,1.25L,,,True,['973048 REMEDY KOMBUCHA'],['973048 REMEDY KOMBUCHA']
3578663P,Lucky,Smart Snax Mind & Body,Back to School,5.0,5.0,0.0,140g,140g,,,True,['27260 SELECT HARVESTS FOOD PRODUCTS P/'],['27260 SELECT HARVESTS FOOD PRODUCTS P/']
5435237P,MasterFoods,Wholegrain Mustard,Pantry,2.8,2.8,0.0,175g,175g,,,True,['30791 MARS AUST GROCERY ACCOUNT'],['30791 MARS AUST GROCERY ACCOUNT']
1196611P,Darikay,Chicken Noodle Soup,"Dairy, Eggs & Meals",6.5,6.5,0.0,550g,550g,,,True,"[""971676 DARI'S KITCHEN PTY LTD"", ""961396 DARI'S KITCHEN P/L""]","[""971676 DARI'S KITCHEN PTY LTD"", ""961396 DARI'S KITCHEN P/L""]"
3468803P,Schweppes,Raspberry Flavour Multipack Bottles 300mL,Summer Entertaining,6.5,6.0,0.5,4 pack,4 pack,,,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
3664878P,Coles,Tomato Puree,Pantry,1.5,1.5,0.0,410g,410g,,,True,['971975 ATTIANESE SPA (CB)'],['971975 ATTIANESE SPA (CB)']
3571700P,Coles,Apricots,Pantry,3.0,3.0,0.0,200g,200g,,,True,['965928 SCALZO FOOD INDS (GROC) (HOUSEBR'],['965928 SCALZO FOOD INDS (GROC) (HOUSEBR']
3208482P,Moccona,Barista Reserve Smooth Espresso Instant Coffee,Pantry,18.0,18.0,0.0,175g,175g,,,True,['633861 JACOBS DOUWE EGBERTS AU P/L'],['633861 JACOBS DOUWE EGBERTS AU P/L']
3412514P,McCain,Bubble and Squeak,Frozen,3.0,3.0,0.0,620g,620g,$pecials,$pecials,True,['32557 MCCAIN FOOD AUST P/L'],['32557 MCCAIN FOOD AUST P/L']
4284216P,Kim Crawford,Hawkes Bay Rose 750mL,Liquor,15.0,15.0,0.0,1 Each,1 Each,$pecials,$pecials,True,"['711365 ACCOLADE WINES AUSTRALIA LTD', '804422 VINCOR AUST P/L', '963979 MAX LIQUOR SUPPLIES']","['711365 ACCOLADE WINES AUSTRALIA LTD', '804422 VINCOR AUST P/L', '963979 MAX LIQUOR SUPPLIES']"
7779805P,Sunrice,Long Grain Brown Rice Cup 2 pack,Pantry,2.0,2.0,0.0,250g,250g,,,True,['42030 SUNRICE'],['42030 SUNRICE']
2894577P,Coles,Asian Laksa Soup Serves 2,Pantry,1.0,1.0,0.0,65g,65g,,,True,['972707 MANSFIELDS PTY LTD'],['972707 MANSFIELDS PTY LTD']
2684381P,Vitasoy,Unsweetened Almond Milk,"Dairy, Eggs & Meals",3.8,3.8,0.0,1L,1L,,,True,['937273 NATIONAL FOODS AUSTRALIA P/L'],['937273 NATIONAL FOODS AUSTRALIA P/L']
8918394P,Bushells,Blue Label Extra Strong Black Tea Bags,Pantry,4.5,4.5,0.0,100 pack,100 pack,$pecials,$pecials,True,"['421901 UNILEVER A/ASIA FOODS', '606651 BOTANY INTL FOODS P/L']","['421901 UNILEVER A/ASIA FOODS', '606651 BOTANY INTL FOODS P/L']"
